date,country,confirmed,deaths,recovered,active
2009-01-21,Turkey,745588,4223,615739,125626
2014-09-19,Spain,1668629,2305,1549039,117285
2004-10-01,China,186732,3586,161314,21832
2005-11-28,Australia,1088733,299,548254,540180
2020-03-25,India,1950048,39969,1592857,317222
2024-07-23,Vietnam,805938,9686,537971,258281
2008-06-06,USA,186486,2022,130323,54141
2019-03-19,Turkey,942570,1470,752873,188227
2021-08-11,Egypt,879912,8643,695826,175443
2007-01-23,Philippines,450571,2208,334244,114119
2023-12-18,Vietnam,1229655,30174,1128249,71232
2002-06-22,Russia,1773525,1638,1603330,168557
2017-01-15,Egypt,1299792,6308,1060485,232999
2004-08-04,Thailand,1630491,37801,1342398,250292
2022-03-17,Brazil,1991168,15436,1036705,939027
2003-02-18,Turkey,1787543,48080,1663629,75834
2009-06-24,Saudi Arabia,664553,17156,595885,51512
2024-03-04,Saudi Arabia,566846,4831,477378,84637
2009-02-25,Pakistan,1050046,2684,600482,446880
2019-02-20,UK,363109,3112,243291,116706
2009-11-07,Mexico,1020295,11777,888631,119887
2005-05-05,Indonesia,1070252,20263,968643,81346
2006-07-15,Cambodia,571167,8400,539377,23390
2022-09-04,Italy,590849,7820,391045,191984
2022-08-25,Canada,950576,18534,815496,116546
2022-02-07,Bangladesh,1459706,11414,888019,560273
2011-02-25,Australia,1314146,1771,672257,640118
2019-02-07,Kenya,1676728,39836,1436937,199955
2014-09-13,Philippines,662728,471,552191,110066
2020-10-10,Bangladesh,1471489,33161,822241,616087
2014-03-23,Russia,1880077,31729,1397324,451024
2017-05-20,Turkey,1938203,8169,1296135,633899
2002-03-18,Canada,52169,1094,45937,5138
2007-02-07,Vietnam,937356,11437,769090,156829
2000-09-07,Argentina,515862,3308,265296,247258
2016-07-23,Egypt,766570,3221,624043,139306
2023-07-21,India,1484154,42043,1219570,222541
2006-05-10,Turkey,1022944,30083,844213,148648
2016-09-13,Germany,1661052,11490,1364024,285538
2023-02-10,Russia,148374,221,91830,56323
2004-09-05,Italy,39977,298,35233,4446
2011-10-03,Germany,256056,6092,190131,59833
2003-07-13,Thailand,132189,3888,76909,51392
2022-09-23,Mexico,1847681,43775,1096550,707356
2016-11-25,Pakistan,185316,4476,101104,79736
2016-10-08,Bangladesh,1341782,26894,1149758,165130
2001-10-16,Brazil,1299633,27780,1114769,157084
2018-03-21,Saudi Arabia,826614,24033,508294,294287
2012-05-22,Mexico,780060,6836,564657,208567
2023-10-12,Australia,1870315,14728,1540934,314653
2008-06-17,China,1771724,4397,1224618,542709
2013-08-09,Spain,740112,533,478096,261483
2000-06-28,Bangladesh,1066924,29415,828755,208754
2015-05-22,Australia,1731765,21342,1186786,523637
2009-04-23,China,716196,15647,571858,128691
2023-06-09,Philippines,1490135,26852,1197002,266281
2024-03-03,Thailand,1821760,25600,1535257,260903
2000-07-12,Cambodia,1485704,9556,1145944,330204
2014-02-05,Russia,689045,11023,550678,127344
2011-01-12,UK,1908201,44628,1764442,99131
2016-12-15,Canada,1845300,26913,1425831,392556
2007-11-14,Turkey,766463,3499,496142,266822
2010-10-20,Spain,458246,9123,418249,30874
2017-06-10,France,913948,5681,720717,187550
2023-03-01,Italy,1041930,30170,562258,449502
2021-01-10,USA,41483,514,31580,9389
2021-03-10,Canada,1675406,23995,1447079,204332
2006-10-08,South Africa,441498,9885,323907,107706
2020-07-30,Indonesia,340240,3072,276576,60592
2000-05-06,Egypt,505828,5125,401586,99117
2017-07-03,Vietnam,240471,4161,127591,108719
2014-07-07,UK,1219096,21948,1125700,71448
2007-07-28,South Korea,345099,5136,250017,89946
2023-05-17,Germany,1960797,27187,1857385,76225
2010-02-12,Germany,597949,17055,550164,30730
2018-10-03,Italy,1155769,26462,594776,534531
2018-08-25,South Africa,1066599,30259,728126,308214
2020-06-06,Italy,591713,517,451379,139817
2010-01-08,Canada,1123534,21513,662761,439260
2024-01-02,Pakistan,1864172,36316,1238741,589115
2013-10-02,Japan,690486,10806,652934,26746
2001-08-05,Mexico,1537979,17379,842137,678463
2008-04-06,Germany,481911,3410,416521,61980
2019-01-17,France,570788,1723,429526,139539
2004-04-24,Germany,408818,1217,315529,92072
2012-06-24,Australia,188324,3638,141055,43631
2006-06-21,Saudi Arabia,1577618,6273,1455071,116274
2003-10-17,Germany,1558944,16310,1065483,477151
2012-06-26,Bangladesh,1035347,30182,582706,422459
2008-12-15,South Africa,784642,6013,464991,313638
2003-12-04,Argentina,288387,6095,255872,26420
2008-04-18,Japan,839022,15177,490762,333083
2001-12-19,Mexico,214256,5452,159912,48892
2022-06-21,USA,1537405,6617,922547,608241
2004-01-05,Cambodia,1536229,9169,797604,729456
2002-03-29,Pakistan,1168255,7341,844751,316163
2002-07-24,UK,1662276,12712,1201090,448474
2023-02-05,South Korea,946294,27800,696205,222289
2000-07-13,Italy,229849,4688,200083,25078
2009-07-12,Thailand,415540,2319,221550,191671
2018-12-24,Vietnam,1833659,40618,1158403,634638
2013-02-11,Argentina,890873,24060,602716,264097
2006-10-28,Brazil,1601082,35055,1227635,338392
2002-01-21,UK,1185835,11650,907001,267184
2000-02-07,Japan,1877702,32773,1599881,245048
2018-02-12,Kenya,1884010,20580,1122500,740930
2010-02-12,Vietnam,1267131,32038,1043004,192089
2018-09-09,UK,765462,8368,637746,119348
2004-01-13,India,1298514,34470,926635,337409
2013-11-26,Japan,898179,4706,621351,272122
2002-04-04,France,1178020,33767,1007327,136926
2018-04-30,USA,1927142,8641,1707985,210516
2013-08-22,USA,1351058,28730,745668,576660
2014-02-15,Cambodia,1335655,32336,687543,615776
2021-01-18,Canada,691989,10439,602054,79496
2020-07-16,Australia,1401447,41702,804570,555175
2010-11-26,South Africa,1550112,43044,939921,567147
2013-06-14,Mexico,1316968,28720,717430,570818
2009-09-16,Spain,793675,9348,648952,135375
2003-04-30,France,1342749,31458,1082693,228598
2004-10-06,Mexico,572377,7198,465049,100130
2009-01-04,Argentina,1759700,10168,1242053,507479
2017-10-25,Turkey,460770,9369,374357,77044
2007-01-15,Kenya,254272,6958,172265,75049
2006-11-10,Mexico,1842982,8174,1163147,671661
2020-11-03,Argentina,106911,744,58044,48123
2021-12-31,China,1278737,10781,1007877,260079
2003-11-16,Brazil,371644,5030,258135,108479
2000-10-27,Indonesia,775452,19685,670771,84996
2012-04-17,Philippines,1751422,47748,1532585,171089
2000-06-11,Brazil,1469464,25072,777666,666726
2017-08-23,Bangladesh,1625829,36289,841772,747768
2006-09-27,Spain,1546165,4891,1211494,329780
2001-03-04,Spain,612258,11034,417917,183307
2017-11-12,Turkey,1185679,29286,691523,464870
2006-09-10,Thailand,1260582,6544,635259,618779
2016-05-28,Kenya,823391,3362,595813,224216
2007-02-13,Kenya,399526,11655,288106,99765
2014-04-25,Indonesia,749797,1570,602597,145630
2002-01-26,Philippines,1720836,23640,1280292,416904
2003-10-29,Argentina,738674,10414,500443,227817
2016-08-28,Japan,1870549,43971,1714515,112063
2019-01-17,Turkey,1523537,23043,1133954,366540
2017-01-09,Bangladesh,133117,2895,108388,21834
2000-02-11,Japan,1246799,29999,1018253,198547
2002-05-27,Australia,96356,817,88007,7532
2012-02-23,Germany,357500,4018,205050,148432
2000-05-02,Germany,1693705,27818,1536183,129704
2012-05-17,China,80275,242,42154,37879
2006-09-20,Mexico,841877,9899,708215,123763
2022-02-02,South Africa,474833,1052,431522,42259
2013-04-01,Egypt,1835117,42129,1716624,76364
2002-10-19,South Korea,1614511,3646,1374222,236643
2021-12-23,China,885528,13598,658576,213354
2004-02-18,Philippines,1741676,2793,1230761,508122
2011-10-10,Canada,290407,6457,187577,96373
2004-04-27,India,907167,20706,477181,409280
2007-07-03,USA,911653,11816,652879,246958
2000-12-01,USA,1385937,12166,1166793,206978
2000-06-05,Spain,935603,23337,518359,393907
2020-06-22,Russia,870179,7355,791718,71106
2019-10-07,Germany,370170,3138,327601,39431
2018-10-30,Turkey,1627160,48172,1019463,559525
2020-02-02,South Africa,1761052,50172,1669352,41528
2010-12-31,Saudi Arabia,196358,871,163646,31841
2008-01-17,Russia,1236837,13896,1076887,146054
2013-07-29,Germany,1871977,13351,1351951,506675
2015-09-03,Egypt,1042829,26316,715952,300561
2009-10-19,South Africa,987023,21125,590426,375472
2014-07-14,Vietnam,78086,2194,62050,13842
2019-03-15,Australia,793192,22674,543604,226914
2024-04-27,India,1960804,42192,1617833,300779
2007-09-09,Russia,694405,3166,358297,332942
2006-11-10,Cambodia,1806947,26180,1503483,277284
2020-11-21,Canada,978739,20089,604515,354135
2020-10-27,USA,1908104,41371,1109488,757245
2023-08-16,Egypt,1381790,6133,972204,403453
2018-04-19,Japan,1974545,28815,1495570,450160
2010-05-23,Japan,962894,11722,833472,117700
2005-06-21,USA,511926,1567,478167,32192
2002-11-30,Spain,1522365,6789,1238578,276998
2016-01-24,Brazil,1704146,31066,1214537,458543
2013-01-13,Vietnam,803107,21475,583274,198358
2010-03-14,India,136921,3840,79181,53900
2001-11-27,Germany,1868531,3425,1402519,462587
2001-03-24,China,1226023,3345,1149428,73250
2001-02-28,France,1240620,27189,915508,297923
2024-07-05,Japan,155133,1404,127053,26676
2006-01-30,Japan,429960,11133,355259,63568
2018-02-25,Argentina,707539,7919,432855,266765
2002-01-22,Saudi Arabia,1684146,43724,1182281,458141
2021-06-24,Cambodia,549509,8625,393001,147883
2016-07-22,Malaysia,1891049,39232,1682744,169073
2020-01-26,Philippines,1910671,24598,1741036,145037
2009-03-17,Indonesia,444993,12739,238401,193853
2011-05-20,Pakistan,270645,199,172010,98436
2007-10-31,UK,1241500,23635,1042999,174866
2017-11-02,Turkey,1802383,38112,1027608,736663
2009-06-26,Pakistan,1019092,23122,792330,203640
2019-06-06,Argentina,1758794,49536,1357152,352106
2013-11-02,Spain,1834157,43732,1446956,343469
2007-12-11,Spain,1490272,34180,1256947,199145
2020-05-06,South Africa,751383,8511,695421,47451
2003-12-03,Argentina,281041,2993,191340,86708
2016-04-26,Cambodia,1228896,18234,672907,537755
2007-12-04,USA,165839,1046,83345,81448
2010-03-17,USA,1402168,41996,707574,652598
2006-04-05,Cambodia,1225597,4064,657769,563764
2005-03-22,Egypt,1002278,23189,642652,336437
2000-04-17,China,925839,11004,807080,107755
2010-09-06,China,1179961,7541,803041,369379
2007-02-06,South Africa,1874179,45093,1727843,101243
2005-10-22,Saudi Arabia,126412,1037,66585,58790
2003-07-17,Canada,107526,1434,69242,36850
2016-07-19,Saudi Arabia,719143,776,495293,223074
2015-02-12,Indonesia,412423,3933,359335,49155
2005-02-22,Pakistan,848123,16447,804427,27249
2018-06-18,Argentina,1139599,21633,711779,406187
2021-11-29,South Africa,882325,13678,751794,116853
2001-01-12,China,1791386,25178,1347318,418890
2000-11-10,China,647017,428,418873,227716
2020-01-21,Turkey,763546,22586,593130,147830
2020-02-25,Malaysia,1927830,35240,1298814,593776
2010-11-18,Turkey,1350057,39138,814172,496747
2010-02-18,Germany,1898275,18931,1553457,325887
2006-06-30,Mexico,262882,95,228025,34762
2017-03-03,Turkey,417449,2472,210168,204809
2007-02-04,Canada,270473,3970,191630,74873
2022-02-25,China,642366,662,467133,174571
2001-07-30,Philippines,1932501,15375,1169860,747266
2004-12-07,Malaysia,1573426,45805,1126278,401343
2019-10-22,Spain,1334051,26726,919020,388305
2004-06-05,China,795236,8340,510941,275955
2008-04-01,Vietnam,66202,1655,34834,29713
2021-09-16,Philippines,1090309,25965,633694,430650
2021-06-30,France,49335,705,32374,16256
2009-04-20,India,1690131,9250,866533,814348
2017-03-04,France,52297,1252,48845,2200
2021-09-15,China,735068,3765,403861,327442
2006-02-24,South Korea,343895,4758,321091,18046
2007-04-08,Kenya,1198030,21413,886774,289843
2019-11-10,Thailand,1816282,53693,1386696,375893
2003-12-02,Canada,1395419,36786,1303623,55010
2024-02-08,Turkey,1488905,13972,1217948,256985
2007-04-12,UK,101977,1710,75181,25086
2008-01-05,Spain,1924674,34812,1774370,115492
2019-02-08,Thailand,1325786,32227,740620,552939
2013-07-04,Thailand,924661,3301,580664,340696
2016-10-17,South Africa,1001761,22601,841070,138090
2012-04-09,Vietnam,269355,6547,142021,120787
2022-05-20,Canada,351367,7842,196126,147399
2007-01-10,UK,896487,7080,600061,289346
2015-11-06,France,539163,3480,319030,216653
2021-06-22,Malaysia,1699722,43560,972804,683358
2014-11-27,China,1108963,19790,636877,452296
2021-03-01,Malaysia,1320336,19398,1115763,185175
2014-07-15,South Africa,712320,19715,594268,98337
2017-04-09,Argentina,329498,9297,305782,14419
2018-06-30,Saudi Arabia,1972222,684,1321349,650189
2020-02-21,Germany,1739087,38456,1278828,421803
2010-12-20,Cambodia,90591,501,84973,5117
2007-04-16,France,945242,5617,476350,463275
2004-09-16,Vietnam,1046513,16866,610358,419289
2012-01-14,Thailand,1334817,6996,738206,589615
2016-01-20,Italy,673222,3486,439310,230426
2010-12-13,Cambodia,8016,84,7286,646
2020-12-02,Mexico,13367,67,9947,3353
2010-10-19,Argentina,1601863,36625,857086,708152
2015-01-27,Egypt,745061,8000,387395,349666
2007-08-30,Pakistan,31173,280,25425,5468
2006-09-06,Brazil,506455,3685,291008,211762
2002-02-26,Russia,1633904,21820,917578,694506
2013-07-28,Egypt,404724,3503,367523,33698
2016-02-04,Indonesia,803524,21823,620427,161274
2008-03-25,Kenya,339801,362,268175,71264
2007-10-24,Argentina,364124,7743,208633,147748
2020-09-22,Malaysia,1039127,4862,914152,120113
2020-10-29,Egypt,1300703,18664,1152957,129082
2002-03-22,Turkey,5860,107,4931,822
2021-06-20,Germany,179571,2127,122971,54473
2011-07-31,Egypt,56416,399,37834,18183
2001-06-19,Brazil,1334052,12715,730057,591280
2024-03-29,Malaysia,15387,277,8395,6715
2007-08-07,India,97698,1281,54964,41453
2015-07-09,Philippines,612045,76,494118,117851
2002-08-09,South Korea,535671,12035,323799,199837
2007-07-24,Italy,1123016,13413,900355,209248
2001-08-04,USA,1171128,12264,774861,384003
2022-02-08,Pakistan,1402982,3335,921971,477676
2020-12-09,Brazil,286117,6104,244855,35158
2007-10-22,India,166977,3008,133931,30038
2021-07-03,Japan,1535296,1445,1117357,416494
2012-04-24,Argentina,1612612,7921,1169128,435563
2001-05-02,Brazil,1927418,38358,974882,914178
2009-01-31,Saudi Arabia,104140,739,95489,7912
2018-04-05,Vietnam,433942,4942,294961,134039
2022-08-02,China,282783,8275,171478,103030
2005-03-06,Australia,1866670,50507,1210823,605340
2019-08-08,Russia,787735,22557,439576,325602
2020-12-05,UK,1217389,30975,1039503,146911
2024-01-27,Italy,742219,4453,375900,361866
2010-10-02,Brazil,648282,17941,577649,52692
2015-01-02,Spain,1417849,34315,1248866,134668
2017-01-09,Bangladesh,114441,1112,100096,13233
2014-03-22,Argentina,1885638,1219,1452083,432336
2000-07-12,Japan,798669,15907,577970,204792
2011-05-02,China,1355938,22037,1203533,130368
2024-07-13,Bangladesh,1626247,46758,988050,591439
2008-03-26,Egypt,836071,16436,479780,339855
2003-04-13,UK,1346126,35281,740718,570127
2004-04-02,Germany,1393167,21434,1019221,352512
2023-10-16,Egypt,399626,8269,237109,154248
2016-10-14,Philippines,1834147,1055,1386897,446195
2006-12-05,Pakistan,1923153,10062,1015084,898007
2006-08-30,Saudi Arabia,132744,1813,97322,33609
2005-04-19,Argentina,467284,2425,357634,107225
2013-06-13,Saudi Arabia,322331,5651,175991,140689
2004-07-27,Mexico,1590229,7687,1315072,267470
2013-06-29,Argentina,1672683,30127,1342429,300127
2022-08-06,China,1318825,12718,669932,636175
2007-08-21,Japan,1437137,33750,724809,678578
2024-07-21,Kenya,1472430,43731,1242654,186045
2000-06-27,South Africa,1156141,19553,628895,507693
2000-03-29,Pakistan,593428,16674,485591,91163
2021-11-06,Saudi Arabia,166747,2877,113592,50278
2015-06-10,Spain,204105,5942,159025,39138
2019-10-01,France,1243485,10723,858074,374688
2003-03-03,Bangladesh,847824,21685,614287,211852
2009-10-19,Pakistan,462615,6187,243944,212484
2010-04-04,Italy,1973814,50878,1223478,699458
2011-10-04,South Korea,1328126,31140,877587,419399
2013-08-16,Argentina,43374,752,30412,12210
2003-05-24,Brazil,961218,19264,687449,254505
2001-08-06,Vietnam,266363,2215,157388,106760
2020-03-26,France,1955540,6128,1027188,922224
2009-05-19,Mexico,1203127,25096,822090,355941
2023-09-11,Australia,1776277,20529,1339569,416179
2006-06-01,South Africa,531732,12982,306230,212520
2006-08-08,Malaysia,1974344,44072,1536938,393334
2019-03-12,Italy,1543217,8486,1145490,389241
2023-02-08,South Africa,1760817,16770,1126111,617936
2009-08-04,Malaysia,1862988,7897,1478008,377083
2019-02-18,Russia,1095308,7260,697428,390620
2011-10-02,Argentina,516652,5709,457390,53553
2002-07-15,Indonesia,1532003,12406,831294,688303
2000-02-26,Malaysia,564147,4695,492815,66637
2004-04-02,Bangladesh,593404,15828,379334,198242
2023-04-21,Japan,656147,17685,431304,207158
2013-05-30,Germany,1799698,23490,1313314,462894
2003-05-05,Spain,1610302,30468,812716,767118
2015-10-22,China,40823,945,24815,15063
2010-01-12,Egypt,546788,11833,276204,258751
2015-03-08,Saudi Arabia,485227,10402,414946,59879
2004-07-31,Egypt,256307,809,137992,117506
2018-03-17,Philippines,195584,3439,121176,70969
2021-04-22,Italy,1342170,6879,1270329,64962
2020-12-03,Brazil,1274510,17119,718225,539166
2016-10-22,Egypt,1298221,37514,871518,389189
2003-03-29,Spain,1787182,4561,1513289,269332
2006-02-04,Thailand,1182628,17570,787110,377948
2006-07-03,UK,1023844,4372,544842,474630
2019-07-29,Vietnam,1766932,12822,1346639,407471
2011-01-05,Pakistan,765120,1549,569207,194364
2015-08-13,South Africa,1103460,1816,1029882,71762
2011-06-02,Spain,325621,9203,238379,78039
2008-12-20,Japan,748421,10839,486991,250591
2008-10-03,Philippines,1559651,8790,1328826,222035
2008-01-21,Japan,1609022,16580,1063501,528941
2014-06-16,Spain,1737430,44017,1085636,607777
2001-04-19,Brazil,1957453,43378,1791305,122770
2019-12-13,Argentina,1361629,15073,736605,609951
2023-05-06,Spain,424385,750,225774,197861
2021-04-20,Pakistan,148403,727,78226,69450
2015-04-30,Australia,859746,8508,598700,252538
2016-04-10,Germany,1895592,50635,1489834,355123
2014-04-07,Canada,330152,3704,298354,28094
2014-04-02,Argentina,71855,1806,57704,12345
2001-01-21,Australia,650336,8368,577821,64147
2010-04-16,France,1101220,31926,759694,309600
2023-10-26,Russia,1545014,14801,1250730,279483
2002-04-26,Turkey,1633040,44559,1032253,556228
2008-12-09,Russia,1023439,3937,864971,154531
2007-09-11,Indonesia,1241097,13972,652757,574368
2006-09-01,Cambodia,982102,20562,613552,347988
2016-01-10,Vietnam,141525,1022,97510,42993
2021-01-19,Egypt,642551,9583,521011,111957
2022-01-11,Germany,483323,12236,295846,175241
2023-06-14,Pakistan,1119336,28999,897765,192572
2008-11-08,USA,951900,25314,537202,389384
2006-02-13,Egypt,221175,3771,183529,33875
2011-02-01,Thailand,1766357,8323,1095941,662093
2019-04-09,South Korea,1284276,14807,706338,563131
2013-01-26,Malaysia,1421605,20179,1072719,328707
2005-09-23,Germany,221917,4893,169538,47486
2022-11-18,Canada,874646,11270,762503,100873
2017-03-14,Argentina,581384,6948,537654,36782
2002-12-23,Egypt,1083948,8197,542466,533285
2000-05-29,South Korea,1686858,2119,1379671,305068
2002-02-11,Kenya,133945,1050,100971,31924
2012-10-10,India,778006,6597,516989,254420
2013-04-15,South Africa,66910,1755,34691,30464
2008-11-14,Malaysia,747662,4587,702942,40133
2020-11-30,Russia,540863,319,495746,44798
2015-07-21,UK,678544,17183,527364,133997
2012-12-01,India,325096,4964,182484,137648
2022-11-02,Philippines,129766,2064,90412,37290
2019-09-17,Malaysia,1621714,3944,1404495,213275
2010-08-12,India,835640,15186,722187,98267
2021-06-26,USA,1240042,21980,787663,430399
2020-04-24,France,1175484,23474,624264,527746
2010-12-31,Cambodia,1872793,24186,1603419,245188
2000-03-01,South Korea,185630,924,92996,91710
2018-04-08,Cambodia,1806082,1644,1116652,687786
2006-08-28,South Africa,184860,1714,133562,49584
2012-07-23,Vietnam,1030759,10980,649749,370030
2012-10-24,South Africa,1089824,14752,899411,175661
2022-07-21,Russia,880288,23475,606227,250586
2024-05-19,Turkey,749955,6931,527814,215210
2004-08-29,Malaysia,195569,3877,160017,31675
2020-06-01,Cambodia,1836663,49140,1352284,435239
2017-11-16,Canada,640673,17532,343967,279174
2013-10-14,Spain,708436,13491,526284,168661
2014-10-19,Germany,1619804,33789,1371783,214232
2019-04-09,Japan,1590655,31067,1089896,469692
2019-07-26,Philippines,1832773,36509,1710840,85424
2017-04-09,Australia,790716,2893,565329,222494
2003-01-12,Italy,1846351,51252,1352670,442429
2019-09-08,Turkey,816114,24437,480574,311103
2000-06-30,South Korea,664834,8874,534252,121708
2000-01-08,South Africa,761577,7510,402294,351773
2012-07-26,Spain,1199890,3152,1102371,94367
2020-01-21,Russia,1330300,16783,831921,481596
2008-07-19,Vietnam,1352463,27837,1070716,253910
2012-07-20,Japan,712393,4138,655833,52422
2011-11-30,Egypt,959702,2532,577090,380080
2017-03-14,Kenya,1044898,9251,750060,285587
2002-12-22,Kenya,252992,3924,170580,78488
2011-03-11,Mexico,898776,16029,620370,262377
2003-08-16,Mexico,402410,11294,357830,33286
2015-07-18,Egypt,65056,394,47639,17023
2013-03-30,Philippines,1972133,2493,1193612,776028
2016-07-04,India,1742256,32593,1464079,245584
2018-09-08,Japan,799818,13856,473115,312847
2005-06-25,Turkey,1670531,8230,994323,667978
2008-10-18,Saudi Arabia,1115017,22081,939423,153513
2001-03-01,Bangladesh,368191,8019,246656,113516
2021-01-06,Japan,1263203,21231,1117981,123991
2023-01-05,Philippines,1949174,12284,1315671,621219
2021-12-25,Bangladesh,462695,11696,311705,139294
2018-08-17,Saudi Arabia,60626,670,42964,16992
2006-09-08,Cambodia,1879074,46997,998100,833977
2002-06-08,Turkey,1371714,26170,1241157,104387
2015-10-03,South Africa,980671,16948,795797,167926
2012-10-12,Italy,930271,7810,829942,92519
2008-03-30,Argentina,1747369,29346,1119945,598078
2001-03-11,Argentina,1899464,10741,1197121,691602
2022-04-17,Thailand,188922,3103,122083,63736
2002-07-04,Turkey,1306301,38808,1023135,244358
2010-06-10,Malaysia,424286,1462,298618,124206
2005-10-04,Germany,819183,4001,428436,386746
2010-06-02,USA,1092229,13966,620290,457973
2014-09-10,Argentina,1782047,40967,1439092,301988
2004-07-26,Japan,1628250,25889,1263103,339258
2012-04-28,Kenya,485964,1378,303111,181475
2004-11-29,USA,1417996,11992,1102596,303408
2023-08-16,Spain,1896424,36901,1773054,86469
2003-01-29,France,585361,325,366800,218236
2015-02-12,Egypt,1037910,15142,878203,144565
2011-01-04,Turkey,1124767,19226,932467,173074
2001-10-03,South Africa,223568,6176,178441,38951
2000-03-20,Pakistan,415075,8287,287370,119418
2024-03-24,France,775463,14786,557498,203179
2003-12-30,Thailand,788213,14632,446678,326903
2005-08-04,Russia,138769,2503,96304,39962
2006-12-15,Italy,416745,7604,212395,196746
2006-08-23,Japan,1012963,26971,706512,279480
2023-07-19,Cambodia,1867462,10190,1719375,137897
2024-03-30,Italy,662927,15928,482917,164082
2021-03-23,India,1128665,9721,754563,364381
2018-03-09,Turkey,1756886,39578,1394913,322395
2018-08-16,India,9210,33,5414,3763
2012-09-19,Vietnam,1670449,38343,1548099,84007
2023-12-03,South Africa,494708,5129,377625,111954
2010-10-08,USA,391296,2973,283999,104324
2000-01-19,Indonesia,1164137,31281,1053067,79789
2012-10-28,Vietnam,637423,14684,533745,88994
2002-11-14,Philippines,210895,2586,113363,94946
2001-11-09,Russia,1800359,4706,1501975,293678
2005-08-04,Germany,251436,4848,201157,45431
2019-10-25,Thailand,1921810,6368,1484347,431095
2010-05-21,Australia,675543,12838,458333,204372
2018-04-04,Turkey,1327994,1546,779500,546948
2008-05-28,Philippines,1881096,5131,1001273,874692
2021-10-10,Canada,1654836,48015,1199503,407318
2017-11-17,France,193224,4281,117674,71269
2023-05-08,South Africa,87456,1058,67596,18802
2004-12-14,Cambodia,474106,10647,361373,102086
2003-02-28,Italy,747413,20995,455575,270843
2010-05-12,Pakistan,1892614,21174,1750245,121195
2017-07-06,Spain,38033,419,20393,17221
2022-04-10,Bangladesh,1850008,23578,1072098,754332
2011-04-29,Philippines,144917,926,111644,32347
2023-05-03,USA,532203,13186,328429,190588
2005-05-16,Russia,428614,11141,335391,82082
2008-05-13,Argentina,1531005,29530,1239856,261619
2015-03-05,Brazil,1950862,38296,1224439,688127
2022-02-24,USA,203075,2463,136666,63946
2016-10-06,Thailand,789498,5371,452929,331198
2009-01-21,South Africa,42886,822,30096,11968
2004-10-26,Japan,1817049,50291,1081316,685442
2017-06-14,Mexico,74151,22,58452,15677
2010-01-08,UK,25743,484,21891,3368
2021-12-15,Australia,1621599,46504,943124,631971
2019-05-29,France,1148118,5593,723982,418543
2010-10-06,Malaysia,1379144,33302,950269,395573
2004-08-28,Spain,470865,4739,279675,186451
2019-03-17,USA,1484126,9189,1126496,348441
2011-07-20,Saudi Arabia,1031849,17724,604489,409636
2017-04-21,UK,1952726,30229,1567106,355391
2003-08-17,India,633663,7524,422079,204060
2022-08-20,Bangladesh,1943554,19651,1455544,468359
2005-10-14,South Africa,1776996,4464,1213401,559131
2018-09-09,Pakistan,610644,1783,324342,284519
2005-03-31,Brazil,1452651,23831,953085,475735
2010-06-12,Bangladesh,1644283,19933,1095514,528836
2005-11-11,South Korea,1993712,1194,1605691,386827
2003-02-26,South Africa,893424,10328,480739,402357
2015-03-07,Australia,1891120,6266,1738560,146294
2014-10-25,Egypt,453436,8581,414376,30479
2001-10-31,Indonesia,1240656,33605,738571,468480
2011-03-25,Argentina,877200,10040,788541,78619
2016-01-16,France,432056,196,353661,78199
2020-01-10,Vietnam,1473613,7281,1386725,79607
2005-03-05,Thailand,1054901,4028,983065,67808
2000-11-14,Cambodia,355882,6766,254985,94131
2005-01-13,USA,491985,6442,350803,134740
2012-01-29,Indonesia,1393803,33760,1006962,353081
2012-03-06,USA,1433932,34029,1199830,200073
2007-05-28,Kenya,764714,1892,483074,279748
2015-12-30,Argentina,557605,14407,422192,121006
2003-01-25,India,1365862,14836,1012504,338522
2008-12-19,Japan,1210364,14511,722145,473708
2001-05-24,Pakistan,276301,4641,222798,48862
2009-09-19,Bangladesh,905943,12033,812075,81835
2001-06-10,Germany,677439,2319,621805,53315
2018-12-16,Malaysia,1812548,32157,1564259,216132
2015-03-04,Turkey,1296370,26977,892899,376494
2009-03-30,Thailand,1985239,29637,1626318,329284
2004-05-08,Kenya,706952,20136,376680,310136
2016-01-26,Spain,1531153,18447,1424067,88639
2002-01-29,Mexico,917570,9243,600678,307649
2024-07-13,Argentina,1475370,13063,1067470,394837
2009-10-07,Australia,1557741,35015,811206,711520
2022-02-14,Philippines,419567,7373,315542,96652
2014-02-26,Japan,657073,13157,534794,109122
2017-12-31,South Korea,914454,25912,667182,221360
2022-05-01,France,1914313,40014,1380748,493551
2016-05-25,Italy,1790528,10525,1224363,555640
2000-08-30,Argentina,240055,4442,174681,60932
2004-01-01,Germany,880335,2584,454225,423526
2007-12-18,Italy,126935,1740,116008,9187
2018-06-01,Philippines,1894424,41456,1322004,530964
2024-08-14,Cambodia,432417,8600,257101,166716
2005-09-29,Indonesia,1310672,14497,841723,454452
2020-05-14,UK,457579,3527,407315,46737
2019-07-31,Thailand,1867053,44859,998295,823899
2003-06-17,Argentina,156053,4401,110368,41284
2001-12-21,Argentina,1330781,21084,1161684,148013
2023-07-20,USA,1777668,18599,1525730,233339
2022-10-09,Turkey,1293597,30829,1003971,258797
2006-07-12,Australia,7705,150,7100,455
2009-12-10,China,860267,9151,708747,142369
2022-04-26,Australia,706311,15428,598467,92416
